utrnno,acct1,acct2,acct_balance,acq_instit_code,amount,capt_date,currency,des_instit_code,ext_resp_code,fee_amount,fraud_flags,hpan,is_alerted,iss_instit_code,merchant_type,pid,pos_data_code,prc_code,ref_num,resp_code,resp_code_desc,stan,sysdate,terminal_address,terminal_id,trans_type,ttime,udate,cif_id,trans_type_desc,cvt_amount,ket_transfer,posconditionmode,sysday,syshour,syssec,trxcode
54603,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.892,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54602,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.882,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54601,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.863,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54600,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.821,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54599,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.814,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54598,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.813,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54596,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.799,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54597,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.799,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54595,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.799,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54594,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.784,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54593,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.623,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54592,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.605,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54591,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.596,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54590,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.580,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54589,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.546,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54588,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.536,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54587,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.516,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54586,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.441,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54585,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.329,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54584,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.301,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54583,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.301,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54582,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.277,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54581,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.271,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54580,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.259,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54579,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.243,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54578,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.208,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54577,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.173,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54576,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.108,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54575,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.108,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54574,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.097,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54573,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.081,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54571,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.068,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54572,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.067,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54570,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.033,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54569,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:50.015,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,50,401234
54568,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.956,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54567,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.951,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54565,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.893,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54566,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.892,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54564,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.863,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54563,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.767,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54562,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.749,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54561,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.724,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54560,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.721,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54559,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.719,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54558,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.718,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54557,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.703,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54556,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.703,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54555,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.675,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54554,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.641,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54552,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.627,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54553,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.627,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54550,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.598,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54551,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.598,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54549,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.580,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54548,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.563,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54547,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.562,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54546,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.550,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54545,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.532,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54544,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.530,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54543,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.490,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54541,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.411,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54542,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.411,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54540,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.376,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54539,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.358,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54538,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.344,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54537,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.311,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54536,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.296,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54535,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.288,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54534,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.288,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54533,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.266,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54532,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.209,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54531,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.182,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54530,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.161,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54529,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.112,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54528,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.111,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54527,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.096,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54526,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.076,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54525,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.075,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54524,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.036,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54523,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.023,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54522,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:49.006,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,49,401234
54521,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.973,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54520,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.960,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54519,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.958,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54518,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.926,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54517,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.877,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54516,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.875,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54515,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.860,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54514,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.799,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54513,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.799,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54512,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.770,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54511,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.754,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54510,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.738,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54509,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.721,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54508,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.695,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54507,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.693,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54506,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.691,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54505,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.596,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54504,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.565,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54503,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.477,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54501,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.447,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54502,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.447,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54500,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.429,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54499,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.380,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54498,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.348,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54497,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.335,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54496,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.324,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54494,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.299,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54495,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.299,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54493,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.295,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54492,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.294,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54491,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.246,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
54490,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:57:48.246,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,48,401234
